query	grouping_confidence	location_confidence	orientation_confidence
NODE_453_length_1018_cov_7.304995_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_202_length_9631_cov_11.349173_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_283_length_5628_cov_11.891371_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_1195_length_265_cov_7.289474_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_262_length_6315_cov_11.891151_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_1203_length_224_cov_5.074830_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_480_length_820_cov_6.829431_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_124_length_14980_cov_11.160639_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_328_length_3761_cov_10.048860_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_135_length_14214_cov_12.270708_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_329_length_3740_cov_10.765766_pilon_pilon_pilon_pilon	1.0	0.7284448025785657	0.9861725663716814
NODE_436_length_1185_cov_12.566787_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_290_length_5172_cov_12.042787_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_238_length_7615_cov_11.976917_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_359_length_2864_cov_9.094726_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_481_length_818_cov_2.130904_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_479_length_828_cov_4.186418_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_248_length_6878_cov_9.825761_pilon_pilon_pilon_pilon	1.0	0.006298225976913011	1.0
NODE_1218_length_188_cov_6.297297_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_65_length_22727_cov_11.594172_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_249_length_6873_cov_11.767216_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_449_length_1054_cov_10.264074_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_450_length_1047_cov_3.408247_pilon_pilon_pilon_pilon	1.0	0.6104901117798797	0.9084507042253521
NODE_69_length_22001_cov_11.675698_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_37_length_29420_cov_11.680094_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_194_length_10410_cov_12.228104_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_406_length_1624_cov_11.517130_pilon_pilon_pilon_pilon	1.0	0.9978828510938603	0.7220650636492221
NODE_199_length_9774_cov_10.950706_pilon_pilon_pilon_pilon	1.0	1.0	0.510108378491038
NODE_309_length_4744_cov_11.623313_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_26_length_33467_cov_11.036358_pilon_pilon_pilon_pilon	1.0	0.024880202978317615	0.5194486065328139
NODE_93_length_17930_cov_13.213466_pilon_pilon_pilon_pilon	1.0	0.027026652309142755	1.0
NODE_696_length_425_cov_1.043103_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_898_length_377_cov_2.536667_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_400_length_1702_cov_8.039385_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_462_length_921_cov_3.862559_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_43_length_28838_cov_12.051459_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_170_length_11819_cov_11.999915_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_448_length_1060_cov_14.831129_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_85_length_19545_cov_10.669355_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_10_length_47375_cov_12.110406_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_242_length_7327_cov_12.045655_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_1194_length_268_cov_9.608696_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_142_length_13642_cov_12.787615_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_365_length_2738_cov_12.765126_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_310_length_4729_cov_9.620808_pilon_pilon_pilon_pilon	1.0	0.0008014965312716345	1.0
NODE_441_length_1143_cov_10.184803_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_205_length_9413_cov_12.075514_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_41_length_28903_cov_11.849546_pilon_pilon_pilon_pilon	1.0	0.012664035791712863	1.0
NODE_3_length_65779_cov_12.614197_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_241_length_7449_cov_15.008681_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_421_length_1370_cov_5.843001_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_638_length_444_cov_1.465940_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_133_length_14308_cov_11.474738_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_528_length_544_cov_6.312634_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_91_length_18596_cov_11.432529_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_429_length_1240_cov_9.294927_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_352_length_3039_cov_10.248481_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_305_length_4777_cov_10.192553_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_487_length_782_cov_1.458156_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_29_length_31080_cov_16.733671_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_355_length_2999_cov_12.870294_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_461_length_921_cov_11.961924_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_895_length_378_cov_9.930233_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_18_length_39789_cov_12.684000_pilon_pilon_pilon_pilon	1.0	0.06946901742120472	0.873983554134308
NODE_281_length_5670_cov_11.969068_pilon_pilon_pilon_pilon	1.0	0.004339268938604955	1.0
NODE_229_length_7993_cov_12.236483_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_101_length_17423_cov_12.627407_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_186_length_11017_cov_12.803016_pilon_pilon_pilon_pilon	1.0	0.004650911764395068	0.9044875436176256
NODE_28_length_32008_cov_12.473333_pilon_pilon_pilon_pilon	1.0	0.008988156947175726	0.6035712090478825
NODE_54_length_25965_cov_12.478523_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_334_length_3569_cov_22.130011_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_346_length_3272_cov_12.835681_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_319_length_4290_cov_10.085212_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_59_length_23844_cov_12.545378_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_377_length_2213_cov_20.286517_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_24_length_35033_cov_12.864258_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_510_length_595_cov_10.511583_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_114_length_16150_cov_13.278666_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_602_length_457_cov_2.284211_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_267_length_6120_cov_10.835016_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_84_length_19631_cov_11.590467_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_159_length_12460_cov_10.746911_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_348_length_3245_cov_11.707386_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_317_length_4447_cov_11.629748_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_13_length_43796_cov_12.581441_pilon_pilon_pilon_pilon	1.0	0.009574464384481325	1.0
NODE_134_length_14216_cov_12.239409_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_344_length_3316_cov_11.815993_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_496_length_678_cov_5.643927_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_276_length_5722_cov_14.553587_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_724_length_418_cov_1.416422_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_8_length_48835_cov_12.924402_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_326_length_3792_cov_13.743203_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_269_length_6102_cov_12.987220_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_490_length_717_cov_8.332494_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_195_length_10120_cov_13.262272_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_138_length_13831_cov_11.133052_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_1086_length_341_cov_1.469697_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_342_length_3337_cov_12.256748_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_11_length_46404_cov_12.494312_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_51_length_26491_cov_11.868895_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_397_length_1759_cov_8.858502_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_607_length_455_cov_1.957672_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_143_length_13359_cov_12.289866_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_369_length_2559_cov_3.080983_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_6_length_53339_cov_14.490988_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_275_length_5821_cov_14.120996_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_48_length_26894_cov_12.205206_pilon_pilon_pilon_pilon	1.0	0.05229317556941577	1.0
NODE_303_length_4839_cov_12.747375_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_280_length_5671_cov_11.665177_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_446_length_1071_cov_2.318913_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_899_length_377_cov_1.296667_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_951_length_365_cov_1.406250_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_189_length_10882_cov_12.855160_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_440_length_1147_cov_6.602804_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_265_length_6212_cov_13.871883_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_484_length_798_cov_11.414702_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_518_length_575_cov_12.287149_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_296_length_4976_cov_12.427026_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_268_length_6116_cov_6.847988_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_257_length_6541_cov_11.344524_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_417_length_1388_cov_6.330282_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_208_length_9079_cov_12.717618_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_150_length_13135_cov_11.745137_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_270_length_6067_cov_14.156594_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_339_length_3432_cov_11.116542_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_455_length_1006_cov_8.073869_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_314_length_4581_cov_11.939165_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_826_length_396_cov_13.523511_pilon_pilon_pilon_pilon	1.0	0.5196850393700787	0.7171717171717171
NODE_2198_length_94_cov_22.235294_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_1255_length_155_cov_10.705128_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_162_length_12312_cov_12.311729_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_285_length_5416_cov_10.806893_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_164_length_12067_cov_13.176731_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_152_length_12868_cov_12.921038_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_263_length_6261_cov_10.700517_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_254_length_6676_cov_12.698136_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_389_length_1940_cov_5.513688_pilon_pilon_pilon_pilon	1.0	0.00039508954349935874	1.0
NODE_157_length_12466_cov_10.813544_pilon_pilon_pilon_pilon	1.0	0.0014340148150928783	0.9807938540332907
NODE_95_length_17846_cov_11.775001_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_149_length_13166_cov_12.057147_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_307_length_4767_cov_11.172281_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_180_length_11351_cov_12.607859_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_477_length_836_cov_11.466594_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_530_length_542_cov_1.359140_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_521_length_564_cov_10.252567_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_433_length_1199_cov_10.260250_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_206_length_9201_cov_11.509916_pilon_pilon_pilon_pilon	1.0	0.002042703983094248	0.7910203189862355
NODE_565_length_469_cov_4.568878_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_250_length_6851_cov_12.211987_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_375_length_2286_cov_10.098687_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_232_length_7882_cov_11.294811_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_153_length_12677_cov_10.729841_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_49_length_26577_cov_12.574528_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_301_length_4866_cov_12.275214_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_5_length_54522_cov_12.220332_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_213_length_8740_cov_12.685098_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_398_length_1742_cov_10.362162_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_1209_length_206_cov_18.294574_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_324_length_3916_cov_14.739776_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_78_length_20903_cov_10.953616_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_16_length_41323_cov_12.107477_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_294_length_5047_cov_12.817103_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_179_length_11362_cov_11.279309_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_652_length_438_cov_11.722992_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_470_length_872_cov_12.428931_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_64_length_22783_cov_11.011847_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_73_length_21475_cov_12.454622_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_203_length_9539_cov_12.780913_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_1691_length_115_cov_7.437500_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_107_length_16922_cov_12.538261_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_34_length_29556_cov_12.784423_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_494_length_688_cov_11.561375_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_544_length_509_cov_4.932870_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_53_length_26126_cov_13.373796_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_295_length_5029_cov_12.340267_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_62_length_23195_cov_12.676443_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_72_length_21581_cov_12.035668_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_382_length_2155_cov_9.288258_pilon_pilon_pilon_pilon	1.0	0.0007027448141921992	0.9626535626535626
NODE_370_length_2541_cov_3.361607_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_19_length_38295_cov_11.948244_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_432_length_1222_cov_10.770306_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_277_length_5717_cov_12.864184_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_223_length_8197_cov_12.603571_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_190_length_10827_cov_13.069488_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_116_length_16014_cov_11.622827_pilon_pilon_pilon_pilon	1.0	0.9962667994026879	0.9687734199350487
NODE_292_length_5071_cov_10.940729_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_217_length_8520_cov_11.287694_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_151_length_13055_cov_11.809216_pilon_pilon_pilon_pilon	1.0	1.0	1.0
NODE_408_length_1612_cov_8.779805_pilon_pilon_pilon_pilon	1.0	1.0	1.0
